Bowery Pizza,http://www.yelp.com/biz/bowery-pizza-new-york,Greenwich Village, NoHo,,,
The Famous Cozy,http://www.yelp.com/biz/the-famous-cozy-new-york,East Village, NoHo,,,
PYT Burger,http://www.yelp.com/biz/pyt-burger-new-york,Midwood, Ocean Parkway,,,
Pangaea Lounge,http://www.yelp.com/biz/pangaea-lounge-new-york,East Village, NoHo,,,
McDonald‰Ûªs,http://www.yelp.com/biz/mcdonalds-new-york-104,NoHo,,,,
Madam Geneva,http://www.yelp.com/biz/madam-geneva-new-york,Greenwich Village, NoHo,,,
Halal Cart,http://www.yelp.com/biz/halal-cart-new-york-8,NoHo,,,,
Toast,http://www.yelp.com/biz/toast-new-york-5,Greenwich Village, NoHo,,,
Hunan,http://www.yelp.com/biz/hunan-new-york,NoHo,,,,
C B G B Pizza,http://www.yelp.com/biz/c-b-g-b-pizza-new-york-2,East Village, NoHo,,,
The Emerald Planet,http://www.yelp.com/biz/the-emerald-planet-manhattan,East Village, NoHo,,,
East Pub,http://www.yelp.com/biz/east-pub-new-york,NoHo,,,,
C B G B Pizza,http://www.yelp.com/biz/c-b-g-b-pizza-new-york,Midwood, Ocean Parkway,,,
Ursula Flurer Design,http://www.yelp.com/biz/ursula-flurer-design-new-york,East Village, NoHo,,,
Swift,http://www.yelp.com/biz/swift-new-york,Greenwich Village, NoHo,,,
Von,http://www.yelp.com/biz/von-new-york,NoHo,,,,
Astor‰Ûªs,http://www.yelp.com/biz/astors-new-york,NoHo,,,,
324 Bowery Food,http://www.yelp.com/biz/324-bowery-food-new-york,NoHo,,,,
Tom & Jerry‰Ûªs,http://www.yelp.com/biz/tom-and-jerrys-new-york,East Village, NoHo,,,
708 Broadway Del,http://www.yelp.com/biz/708-broadway-del-new-york,NoHo,,,,
Time Cafe,http://www.yelp.com/biz/time-cafe-new-york-4,NoHo,,,,
Bleecker Street Bar,http://www.yelp.com/biz/bleecker-street-bar-new-york,NoHo,,,,
Pepe Rosso Social,http://www.yelp.com/biz/pepe-rosso-social-new-york-2,Midwood, Ocean Parkway,,,
Cafe Habana,http://www.yelp.com/biz/cafe-habana-new-york-4,Little Italy, Nolita,,,
Piacere,http://www.yelp.com/biz/piacere-new-york,Nolita,,,,
Public,http://www.yelp.com/biz/public-new-york,Little Italy, Nolita,,,
Rubirosa,http://www.yelp.com/biz/rubirosa-new-york-2,Nolita,,,,
The Graffiti Room,http://www.yelp.com/biz/the-graffiti-room-new-york,Nolita,,,,
Mother‰Ûªs Ruin,http://www.yelp.com/biz/mothers-ruin-new-york,Little Italy, Nolita,,,
Egg Shop,http://www.yelp.com/biz/egg-shop-new-york-3,Nolita,,,,
Cocoron,http://www.yelp.com/biz/cocoron-new-york-2,Little Italy, Nolita,,,
Prince St. Pizza,http://www.yelp.com/biz/prince-st-pizza-new-york,Little Italy, Nolita,,,
Emporio,http://www.yelp.com/biz/emporio-new-york,Midwood, Ocean Parkway,,,
CafÌ© Gitane,http://www.yelp.com/biz/caf%C3%A9-gitane-new-york-3,Nolita,,,,
Balzem,http://www.yelp.com/biz/balzem-new-york,Nolita,,,,
The Musket Room,http://www.yelp.com/biz/the-musket-room-new-york,Nolita,,,,
Eight Turn CrÌ»pe,http://www.yelp.com/biz/eight-turn-cr%C3%AApe-new-york,Nolita,,,,
Seamore‰Ûªs,http://www.yelp.com/biz/seamores-new-york,Nolita,,,,
Parisi Bakery,http://www.yelp.com/biz/parisi-bakery-new-york,Little Italy, Nolita,,,
The Grey Dog,http://www.yelp.com/biz/the-grey-dog-new-york-4,Nolita,,,,
Lombardi‰Ûªs Pizza,http://www.yelp.com/biz/lombardis-pizza-new-york,Nolita,,,,
Ruby‰Ûªs,http://www.yelp.com/biz/rubys-new-york,Nolita,,,,
Taim Falafel,http://www.yelp.com/biz/taim-falafel-new-york,Midwood, Ocean Parkway,,,
Rebelle,http://www.yelp.com/biz/rebelle-new-york,Nolita,,,,
Balaboosta,http://www.yelp.com/biz/balaboosta-new-york,Nolita,,,,
Ramen Lab,http://www.yelp.com/biz/ramen-lab-new-york-2,Nolita,,,,
L‰Ûªasso Pizza,http://www.yelp.com/biz/l-asso-pizza-new-york,Little Italy, Nolita,,,
BarBossa,http://www.yelp.com/biz/barbossa-new-york,Nolita,,,,
Habana To-Go,http://www.yelp.com/biz/habana-to-go-new-york,Nolita,,,,
Ken & Cook,http://www.yelp.com/biz/ken-and-cook-new-york,Nolita,,,,
Fiat Cafe,http://www.yelp.com/biz/fiat-cafe-new-york,Nolita,,,,
YN,http://www.yelp.com/biz/yn-new-york-2,Nolita,,,,
Uncle Boons,http://www.yelp.com/biz/uncle-boons-new-york-2,Midwood, Ocean Parkway,,,
Little Rascal,http://www.yelp.com/biz/little-rascal-new-york,Nolita,,,,
Peasant,http://www.yelp.com/biz/peasant-new-york,NoHo, Nolita,,,
sweetgreen,http://www.yelp.com/biz/sweetgreen-new-york-4,Nolita,,,,
Tacombi Nolita - Fonda Nolita,http://www.yelp.com/biz/tacombi-nolita-fonda-nolita-new-york,Little Italy, Nolita,,,
Cherche Midi,http://www.yelp.com/biz/cherche-midi-new-york,Nolita,,,,
Epistrophy,http://www.yelp.com/biz/epistrophy-new-york,Nolita,,,,
Parm,http://www.yelp.com/biz/parm-new-york,Nolita,,,,
Randolph Beer,http://www.yelp.com/biz/randolph-beer-new-york,Nolita,,,,
Rintintin,http://www.yelp.com/biz/rintintin-new-york,Midwood, Ocean Parkway,,,
Cantine Parisienne,http://www.yelp.com/biz/cantine-parisienne-new-york,Nolita,,,,
Pearl & Ash,http://www.yelp.com/biz/pearl-and-ash-new-york,Little Italy, Nolita,,,
Delicatessen,http://www.yelp.com/biz/delicatessen-new-york,Nolita,,,,
Saigon Vietnamese Sandwich Deli,http://www.yelp.com/biz/saigon-vietnamese-sandwich-deli-new-york,Nolita,,,,
Hoomoos Asli,http://www.yelp.com/biz/hoomoos-asli-new-york,Little Italy, Nolita,,,
Tartinery,http://www.yelp.com/biz/tartinery-new-york-6,Little Italy, Nolita,,,
LuAnne‰Ûªs Wild Ginger All-Asian Vegan,http://www.yelp.com/biz/luannes-wild-ginger-all-asian-vegan-new-york,Nolita,,,,
Chefs Club by Food & Wine NY,http://www.yelp.com/biz/chefs-club-by-food-and-wine-ny-new-york,NoHo, Nolita,,,
The Butcher‰Ûªs Daughter,http://www.yelp.com/biz/the-butchers-daughter-new-york?search_key=77242,Midwood, Ocean Parkway,,,
Jacques 1534,http://www.yelp.com/biz/jacques-1534-new-york?search_key=77242,Nolita,,,,
Socarrat Paella Bar,http://www.yelp.com/biz/socarrat-paella-bar-new-york-4?search_key=77242,Nolita,,,,
Macbar,http://www.yelp.com/biz/macbar-new-york-2?search_key=77242,Nolita,,,,
Lovely Day,http://www.yelp.com/biz/lovely-day-new-york?search_key=77242,Nolita,,,,
Mottsu,http://www.yelp.com/biz/mottsu-new-york?search_key=77242,Nolita,,,,
Pomodoro Ristorante & Pizzeria,http://www.yelp.com/biz/pomodoro-ristorante-and-pizzeria-new-york?search_key=77242,Nolita,,,,
Bread Nolita,http://www.yelp.com/biz/bread-nolita-new-york?search_key=77242,Nolita,,,,
Oficina Latina,http://www.yelp.com/biz/oficina-latina-new-york?search_key=77242,Nolita,,,,
Goemon,http://www.yelp.com/biz/goemon-new-york?search_key=77242,Nolita,,,,
Bottega Falai,http://www.yelp.com/biz/bottega-falai-new-york,Midwood, Ocean Parkway,,,
Black Seed,http://www.yelp.com/biz/black-seed-new-york,SoHo, Nolita,,,
Kabab Bites,http://www.yelp.com/biz/kabab-bites-new-york,Nolita,,,,
Greecologies,http://www.yelp.com/biz/greecologies-new-york,Little Italy, Nolita,,,
Randolph At Broome,http://www.yelp.com/biz/randolph-at-broome-new-york-2,Little Italy, Nolita,,,
Sant Ambroeus,http://www.yelp.com/biz/sant-ambroeus-new-york-3,Little Italy, Nolita,,,
Yakitori Tora,http://www.yelp.com/biz/yakitori-tora-new-york,SoHo, Nolita,,,
Mikaku Sushi,http://www.yelp.com/biz/mikaku-sushi-new-york,Little Italy, Nolita,,,
Champion Pizza Soho,http://www.yelp.com/biz/champion-pizza-soho-new-york-2,Nolita,,,,
Ceci-Cela,http://www.yelp.com/biz/ceci-cela-new-york-2,Nolita,,,,
City Grit,http://www.yelp.com/biz/city-grit-new-york,Midwood, Ocean Parkway,,,
Cafe El Portal,http://www.yelp.com/biz/cafe-el-portal-new-york,Nolita,,,,
Sakura Sushi & Thai Cuisine,http://www.yelp.com/biz/sakura-sushi-and-thai-cuisine-new-york-2,Nolita,,,,
Mexican Radio,http://www.yelp.com/biz/mexican-radio-new-york,Nolita,,,,
Fish and Rose,http://www.yelp.com/biz/fish-and-rose-new-york,Nolita,,,,
Gatsby‰Ûªs Bar & Restaurant,http://www.yelp.com/biz/gatsbys-bar-and-restaurant-new-york,Little Italy, Nolita,,,
Mott Corner,http://www.yelp.com/biz/mott-corner-new-york,Nolita,,,,
Sal‰Ûªs Little Italy,http://www.yelp.com/biz/sals-little-italy-new-york,Little Italy, Nolita,,,
Emilio‰Ûªs Ballato,http://www.yelp.com/biz/emilios-ballato-new-york,Little Italy, Nolita,,,
Sunburst,http://www.yelp.com/biz/sunburst-new-york-3,Nolita,,,,
Vive La Crepe,http://www.yelp.com/biz/vive-la-crepe-new-york,Midwood, Ocean Parkway,,,
Redu Cafe,http://www.yelp.com/biz/redu-cafe-new-york,Nolita,,,,
Hester Street Cafe,http://www.yelp.com/biz/hester-street-cafe-new-york,Nolita,,,,
Slider Truck,http://www.yelp.com/biz/slider-truck-new-york,Lower East Side, Nolita,,,
Crudo Vineria Con Cucina,http://www.yelp.com/biz/crudo-vineria-con-cucina-new-york,Nolita,,,,
Mike‰Ûªs Clam Bar,http://www.yelp.com/biz/mikes-clam-bar-manhattan,Little Italy, Nolita,,,
Thai Lemongrass,http://www.yelp.com/biz/thai-lemongrass-manhattan,Little Italy, Nolita,,,
Botanica Bar,http://www.yelp.com/biz/botanica-bar-new-york,Nolita,,,,
Pravda,http://www.yelp.com/biz/pravda-new-york,Nolita,,,,
Corner Table Restaurants,http://www.yelp.com/biz/corner-table-restaurants-new-york,Nolita,,,,
Saint Ambroeus Soho,http://www.yelp.com/biz/saint-ambroeus-soho-new-york,Midwood, Ocean Parkway,,,
Soho Yaki,http://www.yelp.com/biz/soho-yaki-new-york,SoHo, Nolita,,,
Lemast Deli & Pizza,http://www.yelp.com/biz/lemast-deli-and-pizza-new-york,Nolita,,,,
Spring/Lafayette Halal Cart,http://www.yelp.com/biz/spring-lafayette-halal-cart-manhattan,Little Italy, Nolita,,,
Chop‰Ûªt Creative Salad Company,http://www.yelp.com/biz/chopt-creative-salad-company-new-york-18,SoHo, Nolita,,,
A‰Ûªputia,http://www.yelp.com/biz/aputia-new-york,Nolita,,,,
Pomodora Pizzeria,http://www.yelp.com/biz/pomodora-pizzeria-new-york,Little Italy, Nolita,,,
The Daily,http://www.yelp.com/biz/the-daily-new-york,Nolita,,,,
Kingfan Caphe,http://www.yelp.com/biz/kingfan-caphe-new-york,Nolita,,,,
Scott‰Ûªs Pizza Tours,http://www.yelp.com/biz/scotts-pizza-tours-new-york-2,Nolita,,,,
Rice,http://www.yelp.com/biz/rice-new-york-5?search_key=51005,Midwood, Ocean Parkway,,,
Paradise Deli,http://www.yelp.com/biz/paradise-deli-new-york-2?search_key=51005,Nolita,,,,
Le Poeme Bakeries,http://www.yelp.com/biz/le-poeme-bakeries-new-york?search_key=51005,Nolita,,,,
Wyanoka,http://www.yelp.com/biz/wyanoka-new-york?search_key=51005,Nolita,,,,
Mekong Restaurant Corporation,http://www.yelp.com/biz/mekong-restaurant-corporation-new-york?search_key=51005,Little Italy, Nolita,,,
Dish,http://www.yelp.com/biz/dish-new-york-2?search_key=51005,Nolita,,,,
CLOS,http://www.yelp.com/biz/clos-new-york?search_key=51005,Nolita,,,,
R S Restaurant Equipt,http://www.yelp.com/biz/r-s-restaurant-equipt-new-york?search_key=51005,Little Italy, Nolita,,,
Jcc Restaurant Supplies,http://www.yelp.com/biz/jcc-restaurant-supplies-new-york?search_key=51005,Nolita,,,,
Tony‰Ûªs Restaurant Equipment Supplies,http://www.yelp.com/biz/tonys-restaurant-equipment-supplies-new-york?search_key=51005,Nolita,,,,
Riverwalk Bar & Grill,http://www.yelp.com/biz/riverwalk-bar-and-grill-roosevelt-island,Soundview,,,,
Fuji East,http://www.yelp.com/biz/fuji-east-new-york,Roosevelt Island,,,,
Nonno‰Ûªs Focacceria,http://www.yelp.com/biz/nonnos-focacceria-new-york,Roosevelt Island,,,,
Point Pleasant Deli,http://www.yelp.com/biz/point-pleasant-deli-new-york,Roosevelt Island,,,,
China 1 Kitchen,http://www.yelp.com/biz/china-1-kitchen-new-york,Roosevelt Island,,,,
Subway,http://www.yelp.com/biz/subway-new-york-230,Roosevelt Island,,,,
Jus‰Ûª Bad Food,http://www.yelp.com/biz/jus-bad-food-manhattan,Roosevelt Island,,,,
Roosevelt Island Cafe & Bakery,http://www.yelp.com/biz/roosevelt-island-cafe-and-bakery-new-york,Roosevelt Island,,,,
China,http://www.yelp.com/biz/china-new-york-2,Roosevelt Island,,,,
Maine St Genl Store,http://www.yelp.com/biz/maine-st-genl-store-new-york,Roosevelt Island,,,,
DespaÌ±a,http://www.yelp.com/biz/despa%C3%B1a-new-york-2,Midwood, Ocean Parkway,,,
Galli,http://www.yelp.com/biz/galli-new-york-3,SoHo,,,,
Jack‰Ûªs Wife Freda,http://www.yelp.com/biz/jacks-wife-freda-new-york,SoHo,,,,
Balthazar Restaurant,http://www.yelp.com/biz/balthazar-restaurant-new-york,SoHo,,,,
Korchma Taras Bulba,http://www.yelp.com/biz/korchma-taras-bulba-new-york,SoHo,,,,
Burger & Barrel,http://www.yelp.com/biz/burger-and-barrel-new-york-2,SoHo,,,,
La Esquina Corner Deli,http://www.yelp.com/biz/la-esquina-corner-deli-new-york,SoHo,,,,
Ed‰Ûªs Lobster Bar,http://www.yelp.com/biz/eds-lobster-bar-new-york-3,SoHo,,,,
Lan Larb Soho,http://www.yelp.com/biz/lan-larb-soho-new-york,SoHo,,,,
Osteria Morini,http://www.yelp.com/biz/osteria-morini-new-york,SoHo, Little Italy,,,
MAMO Restaurant,http://www.yelp.com/biz/mamo-restaurant-new-york,Midwood, Ocean Parkway,,,
Maman,http://www.yelp.com/biz/maman-new-york-2,SoHo, TriBeCa,,,
Housing Works Bookstore Cafe,http://www.yelp.com/biz/housing-works-bookstore-cafe-new-york,SoHo,,,,
Puck Fair,http://www.yelp.com/biz/puck-fair-new-york,SoHo,,,,
LadurÌ©e Soho,http://www.yelp.com/biz/ladur%C3%A9e-soho-new-york-2,SoHo,,,,
Sunrise Mart,http://www.yelp.com/biz/sunrise-mart-new-york-2,South Village, SoHo,,,
The Mercer Kitchen,http://www.yelp.com/biz/the-mercer-kitchen-new-york-5,SoHo,,,,
Spring Street Natural Restaurant,http://www.yelp.com/biz/spring-street-natural-restaurant-new-york,SoHo,,,,
Cupping Room Cafe,http://www.yelp.com/biz/cupping-room-cafe-new-york,SoHo,,,,
Fanelli‰Ûªs Cafe,http://www.yelp.com/biz/fanellis-cafe-new-york,SoHo,,,,
Lure Fishbar,http://www.yelp.com/biz/lure-fishbar-new-york,Midwood, Ocean Parkway,,,
Dos Caminos,http://www.yelp.com/biz/dos-caminos-new-york-4,SoHo,,,,
Parigot,http://www.yelp.com/biz/parigot-new-york,SoHo,,,,
L Ecole,http://www.yelp.com/biz/l-ecole-new-york,SoHo,,,,
Antique Garage,http://www.yelp.com/biz/antique-garage-new-york,SoHo,,,,
Sanctuary T,http://www.yelp.com/biz/sanctuary-t-new-york,SoHo,,,,
Lucky Strike,http://www.yelp.com/biz/lucky-strike-new-york,SoHo,,,,
Brinkley‰Ûªs Broome Street,http://www.yelp.com/biz/brinkleys-broome-street-new-york-2,SoHo,,,,
Cafe Select,http://www.yelp.com/biz/cafe-select-new-york,SoHo,,,,
Kitchensurfing,http://www.yelp.com/biz/kitchensurfing-new-york,SoHo,,,,
Broome Street Bar,http://www.yelp.com/biz/broome-street-bar-new-york-2,Midwood, Ocean Parkway,,,
Papatzul,http://www.yelp.com/biz/papatzul-new-york,SoHo,,,,
Soho Park,http://www.yelp.com/biz/soho-park-new-york,SoHo, TriBeCa,,,
Soho Thai,http://www.yelp.com/biz/soho-thai-new-york-8,SoHo,,,,
Olive‰Ûªs,http://www.yelp.com/biz/olives-new-york-3,SoHo,,,,
Novecento,http://www.yelp.com/biz/novecento-new-york,SoHo,,,,
Back Forty West,http://www.yelp.com/biz/back-forty-west-new-york,SoHo,,,,
Lahore Deli,http://www.yelp.com/biz/lahore-deli-new-york,SoHo,,,,
Le Pain Quotidien - SoHo,http://www.yelp.com/biz/le-pain-quotidien-soho-new-york-2,SoHo,,,,
Papa Poule,http://www.yelp.com/biz/papa-poule-new-york,SoHo,,,,
NOMO Kitchen,http://www.yelp.com/biz/nomo-kitchen-new-york?search_key=17173,Midwood, Ocean Parkway,,,
Bottega Falai,http://www.yelp.com/biz/bottega-falai-new-york?search_key=17173,SoHo,,,,
Kelley & Ping,http://www.yelp.com/biz/kelley-and-ping-new-york-4?search_key=17173,SoHo, Nolita,,,
SRO,http://www.yelp.com/biz/sro-new-york-2?search_key=17173,SoHo,,,,
Toad Hall,http://www.yelp.com/biz/toad-hall-new-york?search_key=17173,SoHo,,,,
Soho Halal Guy,http://www.yelp.com/biz/soho-halal-guy-new-york?search_key=17173,SoHo, TriBeCa,,,
Sant Ambroeus,http://www.yelp.com/biz/sant-ambroeus-new-york-3?search_key=17173,SoHo, Greenwich Village,,,
Felix,http://www.yelp.com/biz/felix-new-york?search_key=17173,SoHo, Nolita,,,
Tribeca Taco Truck,http://www.yelp.com/biz/tribeca-taco-truck-new-york?search_key=17173,SoHo,,,,
Soup Kiosk,http://www.yelp.com/biz/soup-kiosk-new-york?search_key=17173,South Village, SoHo,,,
Landmark Coffee Shop,http://www.yelp.com/biz/landmark-coffee-shop-new-york,Midwood, Ocean Parkway,,,
Salon de Lafayette,http://www.yelp.com/biz/salon-de-lafayette-new-york,SoHo,,,,
Cafe Duke,http://www.yelp.com/biz/cafe-duke-new-york-2,SoHo,,,,
Hogar Dulce Hogar,http://www.yelp.com/biz/hogar-dulce-hogar-manhattan,SoHo,,,,
Joe & The Juice,http://www.yelp.com/biz/joe-and-the-juice-new-york,South Village, SoHo,,,
The Crosby Bar,http://www.yelp.com/biz/the-crosby-bar-new-york,SoHo,,,,
Hampton Chutney Co,http://www.yelp.com/biz/hampton-chutney-co-new-york-3,SoHo,,,,
Cervantes‰Ûª Oyster Shack & Bar,http://www.yelp.com/biz/cervantes-oyster-shack-and-bar-new-york,SoHo,,,,
Il Mulino Prime,http://www.yelp.com/biz/il-mulino-prime-new-york,SoHo,,,,
Cafe at Greene,http://www.yelp.com/biz/cafe-at-greene-new-york,SoHo,,,,
Aroma Espresso Bar,http://www.yelp.com/biz/aroma-espresso-bar-new-york,Midwood, Ocean Parkway,,,
Panini Cafe,http://www.yelp.com/biz/panini-cafe-new-york,SoHo,,,,
Chinese food cart,http://www.yelp.com/biz/chinese-food-cart-new-york,SoHo,,,,
Lair,http://www.yelp.com/biz/lair-new-york-2,SoHo,,,,
Sadelle‰Ûªs Bakery,http://www.yelp.com/biz/sadelles-bakery-new-york,SoHo,,,,
Sadelle‰Ûªs,http://www.yelp.com/biz/sadelles-new-york,SoHo,,,,
Broadway Gourmet,http://www.yelp.com/biz/broadway-gourmet-new-york,SoHo,,,,
Nespresso Boutique Soho,http://www.yelp.com/biz/nespresso-boutique-soho-new-york,SoHo,,,,
Chipotle Mexican Grill,http://www.yelp.com/biz/chipotle-mexican-grill-new-york-17,SoHo,,,,
Olive‰Ûªs,http://www.yelp.com/biz/olives-new-york,SoHo,,,,
XXX Coffee,http://www.yelp.com/biz/xxx-coffee-new-york,Midwood, Ocean Parkway,,,
Soho Garden,http://www.yelp.com/biz/soho-garden-manhattan,SoHo,,,,
The GreenHouse - Scholastic Cafeteria,http://www.yelp.com/biz/the-greenhouse-scholastic-cafeteria-new-york,SoHo, TriBeCa,,,
Prince St. and Broadway Hot Dog Cart,http://www.yelp.com/biz/prince-st-and-broadway-hot-dog-cart-new-york,SoHo,,,,
Mocha Burger,http://www.yelp.com/biz/mocha-burger-new-york-5,SoHo,,,,
The Ship,http://www.yelp.com/biz/the-ship-new-york,SoHo,,,,
Miro Cafe,http://www.yelp.com/biz/miro-cafe-new-york-2,SoHo,,,,
Wonton Specialist,http://www.yelp.com/biz/wonton-specialist-new-york,SoHo,,,,
Augustin‰Ûªs Waffles Cart,http://www.yelp.com/biz/augustins-waffles-cart-new-york,SoHo,,,,
Cafe Gitane Office,http://www.yelp.com/biz/cafe-gitane-office-new-york,Midwood, Ocean Parkway,,,
Hot Fresh Pizza 99c,http://www.yelp.com/biz/hot-fresh-pizza-99c-manhattan-4,SoHo,,,,
121 Greene Street Owners,http://www.yelp.com/biz/121-greene-street-owners-new-york,SoHo, Nolita,,,
Plate By Plate Event,http://www.yelp.com/biz/plate-by-plate-event-new-york,SoHo, Nolita,,,
Hot Fresh Pizza 99c,http://www.yelp.com/biz/hot-fresh-pizza-99c-manhattan,SoHo,,,,
Brew,http://www.yelp.com/biz/brew-new-york,SoHo, Chinatown,,,
Halal Kitchen Chinese Restaurant,http://www.yelp.com/biz/halal-kitchen-chinese-restaurant-new-york,SoHo,,,,
Olarte-Foussard Emee,http://www.yelp.com/biz/olarte-foussard-emee-new-york,SoHo,,,,
Pegu Club,http://www.yelp.com/biz/pegu-club-new-york,Midwood, Ocean Parkway,,,
Vargas Restaurant,http://www.yelp.com/biz/vargas-restaurant-new-york,SoHo,,,,
Subway,http://www.yelp.com/biz/subway-new-york-183,SoHo,,,,
Brandon‰Ûªs Sake House SoHo,http://www.yelp.com/biz/brandons-sake-house-soho-new-york,SoHo,,,,
BÌ_CÌÊphÌ»,http://www.yelp.com/biz/b%C3%B2c%C3%A0ph%C3%AA-new-york-2,SoHo, TriBeCa,,,
Thanh Huong,http://www.yelp.com/biz/thanh-huong-new-york,SoHo,,,,
D&D Delicatessen,http://www.yelp.com/biz/d-and-d-delicatessen-new-york,SoHo, Chinatown,,,
Pita Cuisine Of Soho,http://www.yelp.com/biz/pita-cuisine-of-soho-new-york-2,SoHo,,,,
Jean-Georges Management,http://www.yelp.com/biz/jean-georges-management-new-york,SoHo,,,,
